,start_num,stop_reason,FX_best,X_best,Xmin,Xmax,dimensions,error_norm
119,19,stagnation_lim,-329.99999999999113,[-3.71500257e-08  5.97549360e-08  1.99412887e-07  6.09158504e-09],-0.2,0.2,4,60.00000000000887
120,20,stagnation_lim,-329.9999999999983,[-1.35967031e-08 -8.07207099e-11 -8.52907738e-08  3.34541000e-08],-0.2,0.2,4,60.000000000001705
121,21,stagnation_lim,-329.99999999999403,[7.15455973e-08 1.41894209e-07 6.54213970e-08 2.02703794e-08],-0.2,0.2,4,60.00000000000597
122,22,stagnation_lim,-329.999999999999,[-3.89054807e-08  5.98069276e-08 -3.75564650e-09 -9.31651658e-09],-0.2,0.2,4,60.00000000000102
123,23,stagnation_lim,-330.0,[4.71269974e-09 9.36441443e-09 1.06009272e-09 1.28594960e-11],-0.2,0.2,4,60.0
124,24,stagnation_lim,-329.99999999999716,[ 8.80852740e-10 -1.14680405e-07  7.44656465e-10 -3.41278448e-08],-0.2,0.2,4,60.00000000000284
125,25,stagnation_lim,-329.999999999999,[-2.19982082e-08  1.82749953e-08 -6.32507160e-08  2.15990833e-08],-0.2,0.2,4,60.00000000000102
126,26,stagnation_lim,-329.999999999993,[-1.40946558e-08  1.61618812e-07 -7.58363926e-08 -5.64319619e-08],-0.2,0.2,4,60.00000000000699
127,27,stagnation_lim,-329.99999999999545,[-3.23041452e-08  5.76237163e-08 -5.37321043e-08 -1.24955128e-07],-0.2,0.2,4,60.00000000000455
128,28,stagnation_lim,-329.9999999999982,[ 6.96344588e-08 -6.37378981e-08 -1.73642812e-08 -6.93578783e-09],-0.2,0.2,4,60.00000000000182
129,29,stagnation_lim,-329.99999999998215,[-6.24868245e-08 -7.70880649e-08 -2.20007515e-07 -1.77985319e-07],-0.2,0.2,4,60.00000000001785
130,30,stagnation_lim,-329.99999999999756,[ 2.14222322e-09 -1.07628209e-07  2.55223523e-08 -1.92796884e-09],-0.2,0.2,4,60.000000000002444
131,31,stagnation_lim,-329.99999999999955,[ 2.90799006e-08  9.98589058e-09 -3.70136730e-08  2.42871516e-09],-0.2,0.2,4,60.000000000000455
132,32,stagnation_lim,-329.9999999999999,[ 1.39942468e-08 -3.33571826e-09  1.48804177e-08  1.55125035e-08],-0.2,0.2,4,60.000000000000114
133,33,stagnation_lim,-329.99999999999966,[ 5.06240718e-09 -6.73829871e-09  3.43351343e-08 -2.11565831e-08],-0.2,0.2,4,60.00000000000034
134,34,stagnation_lim,-329.99999999999886,[ 5.98214313e-08  4.72908738e-09 -2.97783709e-08 -3.40382577e-08],-0.2,0.2,4,60.00000000000114
135,35,stagnation_lim,-329.99999999999864,[ 7.84690606e-08  2.47551408e-08 -3.28619560e-09  1.42593391e-08],-0.2,0.2,4,60.000000000001364
136,36,stagnation_lim,-329.9999999999979,[ 1.12613733e-08 -9.76688393e-08  2.92521334e-08  1.17249523e-08],-0.2,0.2,4,60.0000000000021
137,37,stagnation_lim,-329.9999999999998,[-1.70958046e-08 -1.11867803e-08  1.36278720e-08 -2.61815933e-08],-0.2,0.2,4,60.00000000000023
138,38,stagnation_lim,-329.99999999999795,[-8.94899791e-09 -1.00899570e-07 -2.29208926e-09 -8.36382272e-09],-0.2,0.2,4,60.000000000002046
139,39,stagnation_lim,-329.9999999999985,[-8.11928730e-08 -2.60659136e-08 -3.82906429e-09  1.09616851e-08],-0.2,0.2,4,60.00000000000148
140,40,stagnation_lim,-329.99999999999,[ 1.98380804e-07  6.49780566e-08 -8.29968204e-08 -7.48943980e-09],-0.2,0.2,4,60.000000000010004
141,41,stagnation_lim,-329.9999999999986,[ 3.09747834e-08 -6.19938753e-09 -2.11080733e-08  7.60231095e-08],-0.2,0.2,4,60.00000000000142
142,42,stagnation_lim,-329.9999999999998,[ 2.97548278e-08 -1.15279418e-08 -3.22142168e-09 -3.28021138e-09],-0.2,0.2,4,60.00000000000023
143,43,stagnation_lim,-329.999999999997,[ 8.60106009e-08  7.71750647e-08 -4.19880478e-08 -6.32553157e-09],-0.2,0.2,4,60.00000000000301
144,44,stagnation_lim,-329.9999999999986,[-3.34887956e-08 -2.63758167e-08  3.89333044e-08  6.07960995e-08],-0.2,0.2,4,60.00000000000142
145,45,stagnation_lim,-329.9999999999993,[ 6.87331933e-09  3.38312833e-08 -1.12624175e-08 -4.71988083e-08],-0.2,0.2,4,60.00000000000068
