,start_num,stop_reason,FX_best,X_best,Xmin,Xmax,dimensions,error_norm
166,66,stagnation_lim,-389.99990984031535,[0.99793937 0.99588391 0.99172154 0.98349193],0.8,1.2,4,9.015968464609614e-05
167,67,stagnation_lim,-389.999922746438,[0.998074   0.99614472 0.99236181 0.98478782],0.8,1.2,4,7.725356198307054e-05
168,68,stagnation_lim,-389.9998139499071,[1.00294903 1.00589723 1.01188705 1.02401188],0.8,1.2,4,0.00018605009290695307
169,69,stagnation_lim,-389.9999384589214,[1.00171371 1.00341159 1.00684457 1.01376291],0.8,1.2,4,6.154107859401847e-05
170,70,stagnation_lim,-389.9999609896003,[0.9986365  0.99727129 0.99455691 0.98911659],0.8,1.2,4,3.9010399689232145e-05
171,71,stagnation_lim,-389.9998515374031,[1.00265736 1.00523743 1.01048817 1.02090644],0.8,1.2,4,0.0001484625968828368
172,72,stagnation_lim,-389.99987890925127,[1.00240191 1.00480323 1.00947325 1.01906104],0.8,1.2,4,0.00012109074873478676
173,73,stagnation_lim,-389.9999104835744,[1.0020937  1.00412077 1.00818054 1.0163936 ],0.8,1.2,4,8.951642558940875e-05
174,74,stagnation_lim,-389.9997689381929,[1.00331373 1.00662851 1.01325262 1.02673268],0.8,1.2,4,0.00023106180708509783
175,75,stagnation_lim,-389.99963111885506,[1.00416628 1.00838104 1.01673743 1.03371726],0.8,1.2,4,0.0003688811449364948
176,76,stagnation_lim,-389.9998895869425,[0.99770927 0.99544367 0.99084599 0.98173286],0.8,1.2,4,0.00011041305748449304
177,77,stagnation_lim,-389.99984480095645,[0.99722425 0.99458626 0.98920871 0.97851445],0.8,1.2,4,0.00015519904354732716
178,78,stagnation_lim,-389.99977188335185,[1.00322517 1.00649219 1.01306456 1.0260844 ],0.8,1.2,4,0.00022811664814526011
179,79,stagnation_lim,-389.99986651431954,[0.99747476 0.99496044 0.98992777 0.98000447],0.8,1.2,4,0.00013348568046467335
180,80,stagnation_lim,-389.9999753890308,[0.9988988  0.99785522 0.99572168 0.99142023],0.8,1.2,4,2.4610969205696165e-05
181,81,stagnation_lim,-389.9999963575268,[1.00041699 1.00083413 1.00166295 1.00332249],0.8,1.2,4,3.6424731888473616e-06
182,82,stagnation_lim,-389.9999963705688,[0.99958778 0.99917181 0.9983371  0.99667293],0.8,1.2,4,3.6294312053541944e-06
183,83,stagnation_lim,-389.9999530901809,[0.99850437 0.99701943 0.99402783 0.98806385],0.8,1.2,4,4.690981910471237e-05
184,84,stagnation_lim,-389.9998605650986,[0.99737849 0.9948338  0.98983237 0.9797371 ],0.8,1.2,4,0.00013943490142764858
185,85,stagnation_lim,-389.9999978244516,[1.0003236  1.00064329 1.00128662 1.00257491],0.8,1.2,4,2.1755483885499416e-06
186,86,stagnation_lim,-389.99998774927496,[1.00075477 1.00151756 1.00304776 1.00607781],0.8,1.2,4,1.2250725035301002e-05
187,87,stagnation_lim,-389.99998599846754,[1.00080726 1.00162501 1.00326756 1.00654778],0.8,1.2,4,1.4001532463225885e-05
188,88,stagnation_lim,-389.9999126453208,[0.99795666 0.99591687 0.99184514 0.98375137],0.8,1.2,4,8.735467918086215e-05
189,89,stagnation_lim,-389.9997584255214,[1.00343336 1.00677039 1.01344593 1.02706423],0.8,1.2,4,0.00024157447859352033
190,90,stagnation_lim,-389.99988850965025,[0.99769282 0.99540481 0.99079206 0.98169999],0.8,1.2,4,0.00011149034975233008
191,91,stagnation_lim,-389.99986444066553,[1.00253341 1.00505216 1.01016197 1.02047234],0.8,1.2,4,0.00013555933446696145
192,92,stagnation_lim,-389.9999018845314,[0.9978686  0.99569385 0.99137919 0.98276876],0.8,1.2,4,9.811546857463327e-05
193,93,stagnation_lim,-389.9997706901424,[0.99670525 0.99340992 0.98683606 0.973717  ],0.8,1.2,4,0.0002293098576160446
194,94,stagnation_lim,-389.9998722190427,[0.99753891 0.99506742 0.99014136 0.98034223],0.8,1.2,4,0.0001277809573139166
195,95,stagnation_lim,-389.99989556186944,[0.99779274 0.99554673 0.99108588 0.98224249],0.8,1.2,4,0.0001044381305632669
196,96,stagnation_lim,-389.9999323683414,[0.99820406 0.99641472 0.9928228  0.98569449],0.8,1.2,4,6.763165862366805e-05
197,97,stagnation_lim,-389.9998619625269,[0.9974078  0.99488168 0.98979235 0.9796133 ],0.8,1.2,4,0.0001380374731070333
198,98,stagnation_lim,-389.99985014044347,[1.00268378 1.00533801 1.01066861 1.0214792 ],0.8,1.2,4,0.0001498595565294636
199,99,stagnation_lim,-389.99969351605864,[0.99615678 0.99252373 0.98496378 0.96995455],0.8,1.2,4,0.00030648394135823764
200,0,stagnation_lim,-389.99849291513243,"[0.99999482 1.00033868 1.00205282 1.0038186  1.00704144 1.0139233
 1.02692956 1.05338149]",0.8,1.2,8,0.0015070848675691195
201,1,stagnation_lim,-389.9974964208716,"[1.00063754 1.00130652 1.00249996 1.00408314 1.00677068 1.01443585
 1.02653458 1.05604078]",0.8,1.2,8,0.0025035791284153674
202,2,stagnation_lim,-389.99985460372113,"[1.00010647 1.0002481  1.00050535 1.00096058 1.00192797 1.00390788
 1.00854675 1.01721792]",0.8,1.2,8,0.00014539627886733797
203,3,stagnation_lim,-389.99810620719995,"[1.00022234 1.00070358 1.00191143 1.00432727 1.00892094 1.01830945
 1.03709189 1.0755561 ]",0.8,1.2,8,0.0018937928000468673
204,4,stagnation_lim,-389.99121721078524,"[0.99871172 0.99733664 0.9946911  0.98951575 0.97891997 0.95944738
 0.92063783 0.84860184]",0.8,1.2,8,0.008782789214762943
205,5,stagnation_lim,-389.9963675544989,"[0.99949791 0.99930318 0.99947245 1.0032832  1.00791682 1.01515117
 1.0298953  1.05929517]",0.8,1.2,8,0.003632445501125403
206,6,stagnation_lim,-389.99964310174374,"[1.00023982 1.00049581 1.00094629 1.0020436  1.0040814  1.007696
 1.01525221 1.03037408]",0.8,1.2,8,0.0003568982562569545
207,7,stagnation_lim,-389.98630304959926,"[1.00008428 1.00017724 1.00040151 0.9981343  0.99401443 0.98687111
 0.96517234 0.92584386]",0.8,1.2,8,0.01369695040074248
208,8,stagnation_lim,-389.99964814769373,"[1.00027934 1.00058222 1.00106997 1.00204659 1.00401032 1.00799045
 1.01617243 1.03256452]",0.8,1.2,8,0.00035185230626666453
209,9,stagnation_lim,-389.99992896122234,"[0.99988009 0.99972423 0.99949279 0.99904793 0.99817642 0.99638755
 0.99279145 0.98563121]",0.8,1.2,8,7.103877766212463e-05
210,10,stagnation_lim,-389.9999317860284,"[1.0001627  1.00019332 1.00039505 1.00066621 1.00084982 1.00172495
 1.00326249 1.00701416]",0.8,1.2,8,6.821397158773834e-05
211,11,stagnation_lim,-389.9998108634199,"[1.00021963 1.0003801  1.00076921 1.00151246 1.00296166 1.00592889
 1.01188291 1.02388092]",0.8,1.2,8,0.0001891365801043321
212,12,stagnation_lim,-389.99979782562684,"[1.00025504 1.00043897 1.00076833 1.00156647 1.0030932  1.00608316
 1.01214302 1.02432236]",0.8,1.2,8,0.0002021743731575043
213,13,stagnation_lim,-389.99996583648027,"[1.00010657 1.0002239  1.00035948 1.00066057 1.00124569 1.00246119
 1.00490012 1.00980863]",0.8,1.2,8,3.416351972873599e-05
214,14,stagnation_lim,-389.99042817767105,"[1.00003166 0.99821016 0.99485107 0.99032379 0.98030845 0.96004818
 0.92100401 0.8461496 ]",0.8,1.2,8,0.00957182232895093
215,15,stagnation_lim,-389.99859780051133,"[1.00056729 1.0011524  1.0022222  1.00405775 1.00806578 1.01600094
 1.03218467 1.06552067]",0.8,1.2,8,0.001402199488666156
216,16,stagnation_lim,-389.99393559128924,"[0.99818702 0.99761936 0.99501216 0.99121311 0.98500394 0.96937753
 0.93901709 0.88232458]",0.8,1.2,8,0.006064408710756197
